DEM,Runoff,FCO,Faults,Slope,SPI,TWI,Rain,TRI,UD,Aspect,Curvature,NDVI,Manning,FLOOD
1861,13,4.61099,792.5479736,7.918898106,4.1728601,7.319704056,57,0.64430505,34.76230621,32.88779449,2.238769531,0.387949,0.050000001,1
1854,1187.560059,3.05832,3268.689941,1.226950645,0.963776,9.547341347,48,0.389179766,44.16366959,176.5063324,-0.160644531,0.477658,0.050000001,1
1862,83.9524002,1.8207099,1548.979981,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1883,851.0319824,3.7957301,407.4129944,2.963610888,0,6.362142086,57,0.638376355,33.98271179,207.6390076,0.520019531,0.382487,0.050000001,1
1877,774.09198,2.27985,217.496994,0.605776906,1.95601,11.58823395,48,0.5,44.67792892,308.2901611,0.16015625,0.406973,0.050000001,1
1853,1248.130005,3.0611601,3296.310059,3.688278913,4.5122399,8.850949287,48,0.493613392,39.79618073,74.26754761,0.000976563,0.407748,0.050000001,1
1854,1275.930054,2.98733,3325.469971,0.823147297,0.93388,10.28304958,57,0.444444448,45.73740005,160.4633484,-0.240234375,0.399259,0.050000001,1
1893,22.2035999,1.86155,887.0139771,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1890,222.4100037,2.90785,1190.699951,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,0.414227754,0.0361482,9.023910522,68,0.421951234,45.06014633,244.9831085,0,0.375665,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,1.861046791,0,6.827951431,68,0.546386719,45.80037689,263.8341064,0.241210938,0.386713,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,0.670383871,2.3986499,11.58697033,68,0.500763357,44.72220993,206.6117096,-0.239746094,0.388786,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1868,12.0416002,9.8467398,179.7389984,3.170612812,177.8119965,12.76063919,57,0.320248932,37.54286194,322.0447388,-1.799804688,0.467496,0.050000001,1
1857,1104.479981,2.21683,1945.319946,2.935092449,0.256355,7.064974785,68,0.543974936,37.84149933,35.99890518,0.120117188,0.428557,0.050000001,1
1857,1104.479981,2.21683,1945.319946,1.876795053,0,6.819519043,68,0.605431795,44.47086334,182.2831573,2.520019531,0.444869,0.050000001,1
1854,2078.48999,1.26815,2313.219971,2.354937315,54.2835007,12.17209339,68,0.56765008,42.10663605,189.1717987,-2.440917969,0.415857,0.050000001,1
1859,1213.140015,1.6193,1448.709961,2.354937315,54.2835007,12.17209339,68,0.56765008,42.10663605,189.1717987,-2.440917969,0.415857,0.050000001,1
1863,999.6500244,2.8835001,1018.280029,4.563976765,1.19736,7.315423489,57,0.570498466,37.00867462,317.2219543,-0.439453125,0.549212,0.050000001,1
1847,3339.449951,4.13098,5025.560059,0.889808536,2.4849701,11.0626173,68,0.549174428,46.854702,38.14729309,-1.280273438,0.391059,0.050000001,1
1862,1321.979981,4.37887,598.3239746,3.242961168,0,6.271887302,68,0.493539125,25.85299873,109.8366165,1.200683594,0.411011,0.050000001,1
1866,1334.959961,5.9815698,613.1489868,0.889808536,2.4849701,11.0626173,68,0.549174428,46.854702,38.14729309,-1.280273438,0.391059,0.050000001,1
1889,402.3049927,0.862162,307.5469971,0.430110604,3.49069,12.8364296,57,0.358562946,36.12287903,215.5282288,-0.601074219,0.548607,0.050000001,1
1848,3240.080078,8.88873,4271.540039,0.601375163,0.104962,9.056552887,48,0.416793883,30.79841423,311.6262817,-0.041015625,0.344503,0.050000001,1
1848,3240.080078,8.88873,4271.540039,1.364423156,1.42907,9.703469276,57,0.490308672,41.83137131,283.7938232,-0.079589844,0.379318,0.050000001,1
1848,3207.649902,8.3775597,4162.720215,0.889808536,2.4849701,11.0626173,68,0.549174428,46.854702,38.14729309,-1.280273438,0.391059,0.050000001,1
1876,89.4427032,1.0036401,33.1058998,1.364423156,1.42907,9.703469276,57,0.490308672,41.83137131,283.7938232,-0.079589844,0.379318,0.050000001,1
1867,1460.290039,10.9974003,390.6159973,0.889808536,2.4849701,11.0626173,68,0.549174428,46.854702,38.14729309,-1.280273438,0.391059,0.050000001,1
1866,1420.439941,9.9598703,427.9679871,0.889808536,2.4849701,11.0626173,68,0.549174428,46.854702,38.14729309,-1.280273438,0.391059,0.050000001,1
1847,3360.77002,9.6406298,4389.629883,0.707797945,0,7.794987202,68,0.620549321,36.83706284,312.1690063,0.318847656,0.384109,0.050000001,1
1847,3360.77002,9.6406298,4389.629883,0.889808536,2.4849701,11.0626173,68,0.549174428,46.854702,38.14729309,-1.280273438,0.391059,0.050000001,1
1865,1259.790039,12.5139999,412.0979919,0.707797945,0,7.794987202,68,0.620549321,36.83706284,312.1690063,0.318847656,0.384109,0.050000001,1
1874,1508.319946,7.0257101,204.8410034,2.624747038,1.37525,8.429667473,68,0.515353322,36.53068924,287.7355347,0.118652344,0.506848,0.050000001,1
1847,3360.77002,9.6406298,4389.629883,0.889808536,2.4849701,11.0626173,68,0.549174428,46.854702,38.14729309,-1.280273438,0.391059,0.050000001,1
1874,1508.319946,7.0257101,204.8410034,0.679480135,0,7.835822105,57,0.516152203,40.1722374,353.6825562,0.081054688,0.417357,0.050000001,1
1847,3360.77002,9.6406298,4389.629883,7.857289314,0.689997,6.074852943,68,0.42275852,35.02993774,276.9422913,-1.12109375,0.48975,0.050000001,1
1847,3360.77002,9.6406298,4389.629883,0.889808536,2.4849701,11.0626173,68,0.549174428,46.854702,38.14729309,-1.280273438,0.391059,0.050000001,1
1847,3360.77002,9.6406298,4389.629883,1.153920412,0,7.306141376,68,0.601293087,35.71788406,265.0387878,0.320800781,0.402052,0.050000001,1
1847,3360.77002,9.6406298,4389.629883,3.227207184,1.4096,8.068525314,57,0.51267606,36.69535828,272.2165527,-0.041015625,0.426412,0.050000001,1
1847,3360.77002,9.6406298,4389.629883,4.014476299,0.350898,6.751044273,57,0.63178122,41.54195023,295.4410706,1.240722656,0.487604,0.050000001,1
1849,3252.959961,7.7595301,3867.080078,0.530847967,0,8.082692146,57,0.445121944,38.30107498,98.13010406,0.080078125,0.347182,0.050000001,1
1872,1063.449951,3.2883201,55.9463997,1.364423156,1.42907,9.703469276,57,0.490308672,41.83137131,283.7938232,-0.079589844,0.379318,0.050000001,1
1864,1368.469971,7.30797,224.7350006,7.857289314,0.689997,6.074852943,68,0.42275852,35.02993774,276.9422913,-1.12109375,0.48975,0.050000001,1
1874,1508.319946,7.0257101,204.8410034,1.933002234,0.506242,8.176281929,48,0.469018549,35.75589752,174.8006592,-0.600097656,0.457815,0.050000001,1
1874,1508.319946,7.0257101,204.8410034,1.364423156,1.42907,9.703469276,57,0.490308672,41.83137131,283.7938232,-0.079589844,0.379318,0.050000001,1
1854,2511.5,1.69853,1849.640015,3.549705744,2.4813001,8.378520966,57,0.307991117,33.48398972,11.79682064,-1.240722656,0.384305,0.050000001,1
1854,2511.5,1.69853,1849.640015,0.506705761,1.19391,11.4614439,57,0.540069699,40.0030098,122.9052429,0.040039063,0.394806,0.050000001,1
1867,1221.890015,13.6260004,311.5409851,7.043300152,18.5324001,8.926297188,46,0.489115387,54.60306931,68.98922729,-1.160644531,0.407885,0.050000001,1
1867,1221.890015,13.6260004,311.5409851,0.320039928,0,8.588740349,68,0.492146611,49.15208054,218.6512756,0.318847656,0.356735,0.050000001,1
1867,1221.890015,13.6260004,311.5409851,0.40267387,0,8.359053612,57,0.542740822,35.34041595,150.2874298,0.279296875,0.408748,0.050000001,1
1856,1935.930054,0.823836,1011.580017,0.601730049,11.9202003,13.38669586,57,0.556309342,35.39530945,175.2580719,-0.119628906,0.369847,0.050000001,1
1867,1221.890015,13.6260004,311.5409851,2.012652159,1.2299401,8.829017639,57,0.493670881,33.86100388,153.4388275,-0.0390625,0.401253,0.050000001,1
1867,1221.890015,13.6260004,311.5409851,0.40267387,0,8.359053612,57,0.542740822,35.34041595,150.2874298,0.279296875,0.408748,0.050000001,1
1867,1221.890015,13.6260004,311.5409851,0.40267387,0,8.359053612,57,0.542740822,35.34041595,150.2874298,0.279296875,0.408748,0.050000001,1
1865,1211.079956,8.4457197,55.3172989,3.704786062,0,6.138422489,68,0.281871617,42.38527679,58.23975372,-1.440429688,0.398849,0.050000001,1
1867,1221.890015,13.6260004,311.5409851,0.320039928,0,8.588740349,68,0.492146611,49.15208054,218.6512756,0.318847656,0.356735,0.050000001,1
1867,1221.890015,13.6260004,311.5409851,7.043300152,18.5324001,8.926297188,46,0.489115387,54.60306931,68.98922729,-1.160644531,0.407885,0.050000001,1
1867,1221.890015,13.6260004,311.5409851,1.311989307,1.0306,9.480306625,68,0.493559331,42.26160049,149.0499573,0.079101563,0.369252,0.050000001,1
1867,1221.890015,13.6260004,311.5409851,0.320039928,0,8.588740349,68,0.492146611,49.15208054,218.6512756,0.318847656,0.356735,0.050000001,1
1867,1221.890015,13.6260004,311.5409851,0.320039928,0,8.588740349,68,0.492146611,49.15208054,218.6512756,0.318847656,0.356735,0.050000001,1
1850,3146.729981,4.9811602,3403.189941,4.998239994,0.437281,6.530962944,55,0.475681871,41.19498444,160.1179199,-0.319824219,0.470027,0.050000001,1
1881,219.4949951,1.9081399,144.8450012,0.40267387,0,8.359053612,57,0.542740822,35.34041595,150.2874298,0.279296875,0.408748,0.050000001,1
1875,1275,6.7349401,199.0399933,0.964674592,15.1542997,12.68380833,57,0.603312969,37.182827,53.43824005,-0.6796875,0.644277,0.050000001,1
1862,1220.900024,6.7194901,105.1190033,0.40267387,0,8.359053612,57,0.542740822,35.34041595,150.2874298,0.279296875,0.408748,0.050000001,1
1850,3146.729981,4.9811602,3403.189941,0.320039928,0,8.588740349,68,0.492146611,49.15208054,218.6512756,0.318847656,0.356735,0.050000001,1
1850,3146.729981,4.9811602,3403.189941,1.581331849,0.13803,7.684067249,72,0.449044585,36.06803513,124.7021484,-0.040527344,0.399767,0.050000001,1
1875,1275,6.7349401,199.0399933,7.043300152,18.5324001,8.926297188,46,0.489115387,54.60306931,68.98922729,-1.160644531,0.407885,0.050000001,1
1864,928.1920166,9.55933,155.2319946,0.601730049,11.9202003,13.38669586,57,0.556309342,35.39530945,175.2580719,-0.119628906,0.369847,0.050000001,1
1873,1092.900024,4.9878201,255.0019989,1.319616199,0,7.171924114,57,0.42737788,30.16123772,307.2939148,1.440429688,0.432323,0.050000001,1
1867,974.0180054,13.1499996,99.9250031,1.204017639,0.105084,7.956777573,48,0.470545977,33.08391571,41.65042496,-0.119628906,0.457377,0.050000001,1
1864,928.1920166,9.55933,155.2319946,0.964674592,15.1542997,12.68380833,57,0.603312969,37.182827,53.43824005,-0.6796875,0.644277,0.050000001,1
1867,974.0180054,13.1499996,99.9250031,0.672907114,2.3489599,11.55911541,57,0.488400489,42.66939545,318.0147095,0.040039063,0.382025,0.050000001,1
1864,928.1920166,9.55933,155.2319946,0.40267387,0,8.359053612,57,0.542740822,35.34041595,150.2874298,0.279296875,0.408748,0.050000001,1
1873,1092.900024,4.9878201,255.0019989,2.231979847,4.28719,9.781539917,72,0.428509146,39.08174896,195.6096497,-0.120117188,0.37777,0.050000001,1
1883,372.6499939,1.98467,193.3829956,1.865432978,2.60551,9.658807755,72,0.48732394,32.14330292,54.81754303,-0.239746094,0.385874,0.050000001,1
1864,928.1920166,9.55933,155.2319946,2.469709158,0.431305,7.643333912,68,0.451182306,48.87572098,238.2542725,0,0.388852,0.050000001,1
1848,2830.189941,9.0743999,3877.310059,1.795329809,0.940324,8.809835434,57,0.492569,34.87422562,102.876358,0.000976563,0.403157,0.050000001,1
1848,2830.189941,9.0743999,3877.310059,1.054508209,0.092032,8.089401245,57,0.472024411,37.50991821,84.58639526,-0.159179688,0.396317,0.050000001,1
1848,2830.189941,9.0743999,3877.310059,1.311989307,1.0306,9.480306625,68,0.493559331,42.26160049,149.0499573,0.079101563,0.369252,0.050000001,1
1848,2830.189941,9.0743999,3877.310059,1.581331849,0.13803,7.684067249,72,0.449044585,36.06803513,124.7021484,-0.040527344,0.399767,0.050000001,1
1848,2830.189941,9.0743999,3877.310059,3.482649326,0,6.200417519,72,0.414292991,35.98163605,29.68758965,0.840332031,0.465337,0.050000001,1
1863,1042.73999,5.50597,39.6231995,0.40267387,0,8.359053612,57,0.542740822,35.34041595,150.2874298,0.279296875,0.408748,0.050000001,1
1847,2795.120117,6.55792,4517.479981,1.311989307,1.0306,9.480306625,68,0.493559331,42.26160049,149.0499573,0.079101563,0.369252,0.050000001,1
1848,2830.189941,9.0743999,3877.310059,0.40267387,0,8.359053612,57,0.542740822,35.34041595,150.2874298,0.279296875,0.408748,0.050000001,1
1868,780.6049805,12.4038,115,0.320039928,0,8.588740349,68,0.492146611,49.15208054,218.6512756,0.318847656,0.356735,0.050000001,1
1871,741.132019,10.9088001,112.1780014,0.40267387,0,8.359053612,57,0.542740822,35.34041595,150.2874298,0.279296875,0.408748,0.050000001,1
1885,571.8410034,1.93336,258.3120117,0.601730049,11.9202003,13.38669586,57,0.556309342,35.39530945,175.2580719,-0.119628906,0.369847,0.050000001,1
1846,2576.199951,2.15781,4987.52002,2.012652159,1.2299401,8.829017639,57,0.493670881,33.86100388,153.4388275,-0.0390625,0.401253,0.050000001,1
1846,2576.199951,2.15781,4987.52002,1.261821032,270.3710022,15.02301311,49,0.463050842,27.40392113,56.30224609,-0.041015625,0.748762,0.050000001,1
1852,2407.27002,1.12432,2315.610107,1.964463353,17.1495991,11.38895035,48,0.58102107,30.00133133,75.24919128,-0.16015625,0.648855,0.050000001,1
1873,827.1129761,8.67906,19.1049995,0.40267387,0,8.359053612,57,0.542740822,35.34041595,150.2874298,0.279296875,0.408748,0.050000001,1
1846,2576.199951,2.15781,4987.52002,0.601730049,11.9202003,13.38669586,57,0.556309342,35.39530945,175.2580719,-0.119628906,0.369847,0.050000001,1
1864,678.4279785,5.7020702,392.821991,0.957283437,0,7.493004322,72,0.508282483,36.69679642,139.2402039,0.081054688,0.355515,0.050000001,1
1873,827.1129761,8.67906,19.1049995,0.672907114,2.3489599,11.55911541,57,0.488400489,42.66939545,318.0147095,0.040039063,0.382025,0.050000001,1
1869,658.289978,10.9913998,180.6130066,0.40267387,0,8.359053612,57,0.542740822,35.34041595,150.2874298,0.279296875,0.408748,0.050000001,1
1857,1718.310059,1.30266,1264.930054,1.777030468,35.6781006,12.31659412,72,0.388934106,38.20455551,320.7147522,-1.439453125,0.358128,0.050000001,1
1869,408.256012,7.7822499,244.3930054,2.425339222,0,6.562873363,72,0.596745014,38.07592773,98.3054657,1,0.368023,0.050000001,1
1870,442.2349854,5.5763302,461.3129883,6.035472393,7.9296298,8.420667648,72,0.5940997,40.68535614,83.81721497,0.720703125,0.387834,0.100000001,1
1871,353.2269897,7.1588302,115.8789978,1.874441624,0.654526,8.430212021,72,0.502906978,41.0655899,350.7907104,0.079589844,0.373054,0.050000001,1
1870,405.7630005,8.1133003,114.1620026,2.425339222,0,6.562873363,72,0.596745014,38.07592773,98.3054657,1,0.368023,0.050000001,1
1849,2146.699951,3.11731,3607.379883,2.354723454,0,6.592455864,55,0.562338114,52.53738403,127.2367249,0.438964844,0.372971,0.050000001,1
1874,354.95401,11.9935999,456.177002,2.030220032,0,6.740879536,72,0.538878858,36.97993851,279.9281616,0.760742188,0.391251,0.050000001,1
1874,354.95401,11.9935999,456.177002,4.300828457,3.38416,8.291337967,72,0.373943657,38.27488327,90.66677094,-2.919433594,0.368023,0.050000001,1
1873,235.4929962,12.1440001,494.5400085,1.671421885,0.583592,8.544920921,72,0.585690498,38.26472473,128.9228516,0.0390625,0.435253,0.050000001,1
1873,223.2709961,6.20433,570.6010132,2.425339222,0,6.562873363,72,0.596745014,38.07592773,98.3054657,1,0.368023,0.050000001,1
1873,235.4929962,12.1440001,494.5400085,1.166491866,0.916272,9.597887039,72,0.5,38.82791519,149.046524,0,0.39203,0.050000001,1
1872,249.0980072,12.1440001,457.9360046,2.425339222,0,6.562873363,72,0.596745014,38.07592773,98.3054657,1,0.368023,0.050000001,1
1873,235.4929962,12.1440001,494.5400085,1.359770179,0.118683,7.835085392,72,0.508354783,39.16492844,53.98397064,0.041015625,0.40385,0.050000001,1
1872,151.7140045,11.5282001,472.696991,2.906382799,15.7383003,10.52480793,49,0.395653456,32.82565689,35.20198059,-1.120605469,0.402234,0.050000001,1
1873,235.4929962,12.1440001,494.5400085,2.030220032,0,6.740879536,72,0.538878858,36.97993851,279.9281616,0.760742188,0.391251,0.050000001,1
