DEM,Runoff,FCO,Faults,Slope,SPI,TWI,Rain,TRI,UD,Aspect,Curvature,NDVI,Manning,FLOOD
1873,235.4929962,12.1440001,494.5400085,2.425339222,0,6.562873363,72,0.596745014,38.07592773,98.3054657,1,0.368023,0.050000001,1
1873,235.4929962,12.1440001,494.5400085,3.755713701,4.5949798,8.832779884,55,0.553618133,42.36494827,36.34193802,-0.920410156,0.516115,0.050000001,1
1902,779.8670044,1.0485899,297.8460083,2.425339222,0,6.562873363,72,0.596745014,38.07592773,98.3054657,1,0.368023,0.050000001,1
1875,628.3950195,7.8641601,548.8759766,6.81468153,22.1075993,9.163217545,49,0.51630044,29.40907288,71.83118439,0.119628906,0.401799,0.050000001,1
1873,235.4929962,12.1440001,494.5400085,0.919738114,0.0802678,8.226168633,72,0.499491364,35.9600029,67.63020325,0,0.318639,0.050000001,1
1873,145.9620056,12.0454998,595.2319946,3.473599195,0.303496,6.89617157,72,0.525432348,38.62514114,319.0896606,0.080078125,0.385888,0.050000001,1
1939,350.1690063,0.726687,1383.439941,0.772630095,0,7.707335949,72,0.562929034,36.98157883,330.9849548,0.959472656,0.422286,0.050000001,1
1875,398.4219971,9.5756397,654.2310181,2.425339222,0,6.562873363,72,0.596745014,38.07592773,98.3054657,1,0.368023,0.050000001,1
1873,204.0879974,10.7694998,729.0780029,1.065702915,1.76718,10.381423,55,0.422294557,40.98073578,309.2824707,-0.19921875,0.38916,0.050000001,1
1853,1466.630005,2.3006301,1438.229981,1.09190917,5.4319301,11.42183495,49,0.504225373,21.23355293,105.9629898,0.079589844,0.382608,0.050000001,1
1872,4.4721398,3.62218,609.6760254,0.326278448,0.341676,11.13438416,55,0.554878056,36.33320618,237.5288086,-0.040039063,0.434779,0.050000001,1
1872,106.8880005,10.9320002,747.572998,5.471595764,0,5.746827602,72,0.58881402,39.58430099,72.71917725,1.119140625,0.391187,0.050000001,1
1873,2,11.3963003,740.1420288,1.09190917,5.4319301,11.42183495,49,0.504225373,21.23355293,105.9629898,0.079589844,0.382608,0.050000001,1
1873,39.2173004,11.3963003,702,1.09190917,5.4319301,11.42183495,49,0.504225373,21.23355293,105.9629898,0.079589844,0.382608,0.050000001,1
1866,8.9442701,5.1944599,33.0150986,3.047687769,0.266208,7.027262211,72,0.531110466,36.15650177,97.05741119,-0.319335938,0.42553,0.050000001,1
1873,2.8284299,11.3963003,738.7689819,1.19615221,1.87915,10.21462536,72,0.178874731,36.3611908,116.0289841,-0.279785156,0.375416,0.050000001,1
1873,252.3670044,3.57987,68.7095032,0.601627707,108.2610016,15.58943748,72,0.518970191,36.69476318,16.92751312,-0.640625,0.501318,0.050000001,1
1884,424.2640076,6.2521901,33.6155014,3.290242195,0,6.257381916,72,0.553120673,37.98575211,24.22580719,2.159667969,0.452895,0.050000001,1
1882,209.5379944,6.8144598,74.8865967,5.581376076,0,5.726839066,72,0.611816406,37.48709488,260.1967163,2.639648438,0.452895,0.050000001,1
1853,1411.430054,2.3607199,1659.810059,5.177479744,0,5.802398682,72,0.601898968,41.49838638,205.4518738,0.919921875,0.541979,0.050000001,1
1882,209.5379944,6.8144598,74.8865967,1.09190917,5.4319301,11.42183495,49,0.504225373,21.23355293,105.9629898,0.079589844,0.382608,0.050000001,1
1882,209.5379944,6.8144598,74.8865967,3.047687769,0.266208,7.027262211,72,0.531110466,36.15650177,97.05741119,-0.319335938,0.42553,0.050000001,1
1882,209.5379944,6.8144598,74.8865967,2.309070349,1.61288,8.809279442,55,0.486736834,35.17942047,340.4011841,-0.000976563,0.375305,0.050000001,1
1882,209.5379944,6.8144598,74.8865967,3.047687769,0.266208,7.027262211,72,0.531110466,36.15650177,97.05741119,-0.319335938,0.42553,0.050000001,1
1859,587.8610229,0.624511,368.9819946,1.09190917,5.4319301,11.42183495,49,0.504225373,21.23355293,105.9629898,0.079589844,0.382608,0.050000001,1
1882,209.5379944,6.8144598,74.8865967,3.416177988,1.49233,8.011492729,55,0.393577486,36.19073105,51.53603363,-0.399902344,0.378866,0.050000001,1
1853,1411.430054,2.3607199,1659.810059,0.805801868,0.703229,10.0631876,72,0.481682509,45.57159042,352.8642273,-0.039550781,0.44442,0.050000001,1
1848,1589.23999,2.4747901,3822.699951,3.047687769,0.266208,7.027262211,72,0.531110466,36.15650177,97.05741119,-0.319335938,0.42553,0.050000001,1
1882,209.5379944,6.8144598,74.8865967,1.09190917,5.4319301,11.42183495,49,0.504225373,21.23355293,105.9629898,0.079589844,0.382608,0.050000001,1
1882,209.5379944,6.8144598,74.8865967,3.047687769,0.266208,7.027262211,72,0.531110466,36.15650177,97.05741119,-0.319335938,0.42553,0.050000001,1
1882,209.5379944,6.8144598,74.8865967,0.326278448,0.341676,11.13438416,55,0.554878056,36.33320618,237.5288086,-0.040039063,0.434779,0.050000001,1
1853,1411.430054,2.3607199,1659.810059,0.495026529,4.8383498,12.87994766,55,0.413251966,51.83893967,45,-0.720703125,0.452124,0.050000001,1
1848,1498.579956,2.5283699,4000.709961,1.622305155,1.27447,9.267910957,46,0.380070895,15.6818676,213.6930542,-0.520996094,0.363773,0.050000001,1
1850,1527.930054,1.51429,2886.600098,1.09190917,5.4319301,11.42183495,49,0.504225373,21.23355293,105.9629898,0.079589844,0.382608,0.050000001,1
1845,1514.880005,0.831067,5286.359863,1.09190917,5.4319301,11.42183495,49,0.504225373,21.23355293,105.9629898,0.079589844,0.382608,0.050000001,1
1875,302.2999878,7.7098098,1076.040039,2.291374683,0,6.619757175,49,0.538497627,25.87837601,96.89974976,0.600585938,0.448187,0.050000001,1
1866,11.7047005,5.7775102,276.8859863,3.047687769,0.266208,7.027262211,72,0.531110466,36.15650177,97.05741119,-0.319335938,0.42553,0.050000001,1
1866,11.7047005,5.7775102,276.8859863,1.09190917,5.4319301,11.42183495,49,0.504225373,21.23355293,105.9629898,0.079589844,0.382608,0.050000001,1
1866,11.7047005,5.7775102,276.8859863,0.326278448,0.341676,11.13438416,55,0.554878056,36.33320618,237.5288086,-0.040039063,0.434779,0.050000001,1
1866,11.7047005,5.7775102,276.8859863,3.963150263,0,6.070807457,72,0.67386955,36.94089508,29.48056412,1.87890625,0.452895,0.050000001,1
1866,11.7047005,5.7775102,276.8859863,2.780429125,0.242825,7.119198322,72,0.552390635,36.52298737,93.59320068,-0.038574219,0.47092,0.050000001,1
1866,11.7047005,5.7775102,276.8859863,3.395791769,17.8008995,10.33660603,55,0.530056357,52.17263794,13.62911797,-0.399902344,0.405924,0.050000001,1
1866,11.7047005,5.7775102,276.8859863,3.047687769,0.266208,7.027262211,72,0.531110466,36.15650177,97.05741119,-0.319335938,0.42553,0.050000001,1
1874,192.2109985,4.4344101,162.996994,2.725329161,33.3208008,11.39485741,72,0.569423258,38.97026062,269.4867249,-2.000488281,0.387491,0.050000001,1
1889,12.2066002,4.9395099,437.1560059,2.264925718,72.7725983,12.54217529,72,0.533740222,45.42074585,100.8103027,-0.360839844,0.401941,0.050000001,1
1874,192.2109985,4.4344101,162.996994,4.176342487,2.9207599,8.215456963,72,0.46596244,33.18016434,163.3023529,-1.360351563,0.450263,0.050000001,1
1889,12.2066002,4.9395099,437.1560059,4.176342487,2.9207599,8.215456963,72,0.46596244,33.18016434,163.3023529,-1.360351563,0.450263,0.050000001,1
1847,1087.150024,3.63908,4299,2.846320152,0.745766,7.78888607,55,0.548816562,48.07291031,198.4388275,-0.399902344,0.386977,0.050000001,1
1848,1011.309998,3.56111,3951.310059,0.956853032,2.00418,10.71232891,49,0.538028181,22.73142242,220.7578735,-0.079101563,0.3574,0.050000001,1
1941,547.5219727,3.3304501,1265,2.277165651,141.7599945,13.19686604,49,0.308420539,33.6450882,109.241127,-1.559570313,0.399673,0.050000001,1
1941,547.5219727,3.3304501,1265,1.561112285,0.272528,8.102407455,55,0.454968035,54.47608566,31.89734268,-0.079101563,0.442506,0.050000001,1
1941,547.5219727,3.3304501,1265,2.264925718,72.7725983,12.54217529,72,0.533740222,45.42074585,100.8103027,-0.360839844,0.401941,0.050000001,1
1925,41.2310982,2.0617499,1098.079956,1.234335542,0,7.238754272,55,0.701799512,45.45122147,58.23937225,0.439453125,0.406806,0.050000001,1
1941,547.5219727,3.3304501,1265,4.176342487,2.9207599,8.215456963,72,0.46596244,33.18016434,163.3023529,-1.360351563,0.450263,0.050000001,1
1874,185.151001,4.2446098,825.3790283,1.375338793,0.120042,7.823696613,55,0.33868894,49.56757355,88.98287201,-0.48046875,0.404393,0.050000001,1
1878,306.7409973,2.38889,1017.229981,2.277165651,141.7599945,13.19686604,49,0.308420539,33.6450882,109.241127,-1.559570313,0.399673,0.050000001,1
1878,306.7409973,2.38889,1017.229981,1.234335542,0,7.238754272,55,0.701799512,45.45122147,58.23937225,0.439453125,0.406806,0.050000001,1
1850,845.8989868,2.0242701,3069,2.277165651,141.7599945,13.19686604,49,0.308420539,33.6450882,109.241127,-1.559570313,0.399673,0.050000001,1
1878,306.7409973,2.38889,1017.229981,4.403812885,21.5632,10.00804996,49,0.504601836,36.0720787,146.584137,0.040039063,0.477549,0.050000001,1
1847,774.8150024,5.0640402,4395.52002,4.810674667,3.7871301,8.178835869,49,0.500098467,34.22193909,69.30016327,0.000976563,0.403828,0.050000001,1
1850,845.8989868,2.0242701,3069,0.956853032,2.00418,10.71232891,49,0.538028181,22.73142242,220.7578735,-0.079101563,0.3574,0.050000001,1
1943,540.2960205,3.29232,1182.880005,2.277165651,141.7599945,13.19686604,49,0.308420539,33.6450882,109.241127,-1.559570313,0.399673,0.050000001,1
1847,500.1090088,6.1689501,4748.220215,2.675750971,0.701008,7.85077858,72,0.400069773,39.26655579,119.6613998,-0.400390625,0.396638,0.050000001,1
1847,500.1090088,6.1689501,4748.220215,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1847,500.1090088,6.1689501,4748.220215,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1847,418.3739929,6.4263802,4624.240234,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1847,418.3739929,6.4263802,4624.240234,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,4.702105045,0.822506,6.997795582,46,0.503487766,41.00446701,268.1701355,-0.040039063,0.382739,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,5.929986477,0.519336,6.358988762,46,0.523261964,47.21540833,70.80416107,0.639648438,0.376807,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,3.365258455,9.70224,9.761146545,46,0.482286394,47.34291077,193.3116302,-0.759765625,0.388905,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,2.584052324,0.902601,8.108841896,72,0.401117086,36.35576248,208.3053436,-2.240722656,0.50779,0.050000001,1
1869,176.0709991,2.4734399,1194.800049,4.702105045,0.822506,6.997795582,46,0.503487766,41.00446701,268.1701355,-0.040039063,0.382739,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,3.365258455,9.70224,9.761146545,46,0.482286394,47.34291077,193.3116302,-0.759765625,0.388905,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,5.929986477,0.519336,6.358988762,46,0.523261964,47.21540833,70.80416107,0.639648438,0.376807,0.050000001,1
1849,311.1300049,2.00038,3569.52002,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,3.365258455,9.70224,9.761146545,46,0.482286394,47.34291077,193.3116302,-0.759765625,0.388905,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,0.316536576,0,8.599747658,55,0.582317054,45.30807114,71.56504822,0.080078125,0.523141,0.050000001,1
1885,3.1622801,8.1368999,1139.949951,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1870,12.0416002,2.5234201,1373.310059,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1847,84.1724014,6.1436601,4609.779785,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1847,84.1724014,6.1436601,4609.779785,2.74052,17.9500999,10.77126408,72,0.606762707,37.63671112,128.3349762,-1.759277344,0.389649,0.050000001,1
1847,84.1724014,6.1436601,4609.779785,4.702105045,0.822506,6.997795582,46,0.503487766,41.00446701,268.1701355,-0.040039063,0.382739,0.050000001,1
1869,166.8769989,2.3619399,1231.900024,2.675750971,0.701008,7.85077858,72,0.400069773,39.26655579,119.6613998,-0.400390625,0.396638,0.050000001,1
1870,12.0416002,2.5234201,1373.310059,5.199047089,3.1846099,7.87765789,72,0.360306948,38.76772308,313.444519,-1.439453125,0.490659,0.050000001,1
1886,267.618988,1.02399,1450.849976,4.326570034,0.378277,6.675911427,72,0.457897365,29.74961662,303.6844482,-0.360351563,0.421914,0.050000001,1
1890,502,3.0892701,1925.650024,0.291309118,0,8.682803154,55,0.519348264,22.07336807,148.9744873,0.080566406,0.409602,0.050000001,1
1844,185.3000031,4.77987,4851.399902,3.388105154,0.296008,6.921152115,72,0.602700591,29.35869789,153.2387695,0.399902344,0.360649,0.050000001,1
1844,185.3000031,4.77987,4851.399902,0.304435134,0.318801,11.20367813,46,0.479674786,37.4336853,170.537674,-0.080078125,0.453456,0.050000001,1
1844,185.3000031,4.77987,4851.399902,5.27428627,3.2309599,7.863209724,72,0.514548481,26.25286102,60.15067291,0.360351563,0.448872,0.050000001,1
1847,144.0140076,0.965103,3635.02002,0.304435134,0.318801,11.20367813,46,0.479674786,37.4336853,170.537674,-0.080078125,0.453456,0.050000001,1
1914,302.6549988,0.46806,1381.670044,0.304435134,0.318801,11.20367813,46,0.479674786,37.4336853,170.537674,-0.080078125,0.453456,0.050000001,1
1857,584.9660034,2.3666799,2519.340088,2.011407375,0.175598,7.443343163,46,0.5,13.50138664,304.8787842,0.081054688,0.478927,0.050000001,1
1845,358.0010071,2.9135001,5588.169922,0.943575561,0,7.507430077,55,0.453713119,34.8882103,31.96806145,-0.000488281,0.492403,0.050000001,1
1906,11.1802998,1.33411,2852.189941,0.943575561,0,7.507430077,55,0.453713119,34.8882103,31.96806145,-0.000488281,0.492403,0.050000001,1
1845,358.0010071,2.9135001,5588.169922,0.558607578,0.243742,9.823476791,46,0.567164183,19.34728622,63.42095184,-0.080566406,0.335018,0.050000001,1
1845,358.0010071,2.9135001,5588.169922,1.51876092,1.32566,9.429207802,72,0.486926198,33.50645828,57.08907318,0.041015625,0.393652,0.050000001,1
1846,2.8284299,2.31427,5213.120117,3.72904706,3.9105101,8.696824074,72,0.397142857,33.92115784,76.42547607,-1.239746094,0.391607,0.050000001,1
1858,428.6960144,2.4184501,2709.52002,4.956639767,6.0707302,8.554264069,72,0.512321949,24.32887459,98.70083618,0.398925781,0.434183,0.050000001,1
1858,428.6960144,2.4184501,2709.52002,2.783964634,0,6.424779415,72,0.567799389,22.27890396,332.7355347,0.119140625,0.411089,0.050000001,1
1920,229.8370056,1.56665,2372.600098,0.558607578,0.243742,9.823476791,46,0.567164183,19.34728622,63.42095184,-0.080566406,0.335018,0.050000001,1
1858,428.6960144,2.4184501,2709.52002,2.785209417,27.7297001,11.16926193,55,0.492676973,43.98268509,348.0867615,-0.200683594,0.601549,0.050000001,1
1885,39.2173004,0.644807,3045.52002,0.558607578,0.243742,9.823476791,46,0.567164183,19.34728622,63.42095184,-0.080566406,0.335018,0.050000001,1
1897,146.2940063,0.633086,3061.459961,0.943575561,0,7.507430077,55,0.453713119,34.8882103,31.96806145,-0.000488281,0.492403,0.050000001,1
1853,1047.75,1.22113,8768.870117,2.207379818,2.5053899,9.296197891,43,0.537613213,31.2319088,76.90325928,-0.119140625,0.447832,0.050000001,1
1853,1047.75,1.22113,8768.870117,2.207379818,2.5053899,9.296197891,43,0.537613213,31.2319088,76.90325928,-0.119140625,0.447832,0.050000001,1
1863,1356.810059,0.22266,2678.209961,1.44225,11.7073002,11.6262999,57,0.462869,19.1037006,351.0159912,0.120117,0.828436,0.100000001,0
1857,320.7820129,0.771155,3514.030029,0.764403,0.533677,9.9152699,48,0.506106,45.4277,78.6720963,-0.0395508,0.397311,0.050000001,0
1899,233.6170044,0.259301,1071.540039,2.1022601,0,6.7059798,57,0.491932,28.5051994,64.6624985,0.0791016,0.413827,0.050000001,0
1857,300.2030029,0.721857,3428.780029,3.13028,0.273436,7.0004702,57,0.499855,27.0750008,206.5700073,-0.0009766,0.429162,0.050000001,0
1863,1073.51001,3.43609,1963.670044,8.1800404,0.718721,6.03407,48,0.504266,44.9654999,85.0904007,0.639648,0.513449,0.050000001,0
1861,854.7020264,4.08742,2050.52002,0.412713,0.648289,11.2789001,57,0.465854,32.5367012,104.0360031,-0.0400391,0.412761,0.050000001,0
1858,354.1889954,1.6922801,2904.969971,5.1167898,6.71562,8.5868397,57,0.504847,32.480999,123.8479996,0.878906,0.453975,0.050000001,0
1901,1194.27002,1.44903,1139.630005,0.883452,0.616804,9.7705002,57,0.533578,37.4138985,171.897995,-0.0791016,0.409476,0.050000001,0
1858,625.0159912,1.61238,2824.600098,1.5755301,0.550092,8.6040401,57,0.526654,33.9802017,90.9322968,-0.199219,0.410389,0.050000001,0
1913,338.6520081,0.13223,1869.119995,1.99554,9.059,10.7284002,48,0.503923,29.2474003,127.8690033,0.0009766,0.396443,0.050000001,0
1857,543.0869751,1.6239901,2876.870117,0.6971,0.425848,9.8896599,57,0.570122,31.8852997,158.9620056,-0.240234,0.420578,0.050000001,0
1858,473.2950134,1.95119,2648.979981,0.774803,1.62281,10.9233999,57,0.555556,34.3536987,110.762001,-0.0791016,0.340472,0.050000001,0
1858,388.1820068,2.0838201,2661.979981,1.85067,0.484664,8.21984,57,0.585446,34.0831985,51.5615005,-0.0800781,0.552529,0.050000001,0
1907,150.3329926,0.355088,1155.339966,1.54052,0.806794,8.9629898,48,0.497385,4.0884299,125.7460022,-0.0791016,0.40615,0.050000001,0
1905,142.8359985,0.0891363,1217.229981,1.59919,1.95425,9.6877403,48,0.444444,33.0982018,80.0883026,-0.399902,0.421991,0.050000001,0
1939,539.3510132,0,1398.680054,4.6944599,1.23174,7.2871099,48,0.504225,20.6194992,56.7335014,0.0395508,0.915017,0.050000001,0
1869,467.7709961,2.4059701,405,4.65311,0,5.9097099,57,0.475803,33.0671005,339.2260132,0.599609,0.378081,0.050000001,0
1861,386.4530029,2.56706,1934.27002,1.77836,0,6.8734298,57,0.476602,36.8412018,117.6470032,0.0805664,0.67141,0.050000001,0
1863,80.2309036,4.3659701,1318.170044,1.60116,0,6.9784498,57,0.388652,38.2193985,345.5190125,0.0405273,0.368247,0.050000001,0
1934,209.3800049,0.10908,1584.650024,7.7035098,0,5.40172,48,0.537967,5.3631902,106.788002,0.879883,0.400119,0.050000001,0
1868,41,2.9022801,217.5890045,3.5717101,0.31209,6.8682499,57,0.508941,35.6413002,99.2684021,0.119629,0.496265,0.050000001,0
1862,154.5570068,1.61946,1545.329956,1.9649,0.171534,7.4667602,57,0.523398,34.8335991,284.7290039,0.0791016,0.387222,0.050000001,0
1902,673.5460205,0.239568,249.1609955,5.2659202,0.921658,6.8839798,48,0.458325,13.2779999,79.3295975,-0.999512,0.434087,0.029999999,0
1957,548.7960205,0.372589,1790.030029,2.1145799,0.553837,8.0864296,48,0.469829,12.4328003,155.5769958,-0.201172,0.443098,0.100000001,0
1932,533.0310059,0.118507,653.2689819,3.3248899,0.290473,6.9400301,48,0.5,4.8658199,43.1701012,0.160156,0.444438,0.050000001,0
1867,459.4790039,2.22035,444.1099854,1.39284,0.24314,8.2165098,57,0.461257,28.6548004,201.0319977,-0.439453,0.384943,0.050000001,0
1858,534.2000122,1.99184,1788.030029,2.1350801,5.4057102,10.0916996,57,0.539983,40.2792015,108.4400024,-0.0395508,0.404983,0.050000001,0
1916,829.1160278,0.0945316,286.5400085,10.4903002,11.1096001,7.6526799,48,0.532776,12.5771999,76.4942017,0.320313,0.375413,0.050000001,0
1897,801.901001,0.435689,14.5601997,3.5715499,17.7882996,10.2356005,48,0.471072,24.2061005,66.4927979,-0.480469,0.402914,0.050000001,0
1932,585.9869995,0.121739,544.3909912,4.2793999,1.1224101,7.3800602,48,0.476242,9.2205801,30.1634998,0.0405273,0.42514,0.050000001,0
1932,605.9550171,0.121739,525.1220093,4.2250099,2.5855601,8.08605,48,0.466734,9.2205801,39.7192001,-0.0395508,0.42514,0.029999999,0
1868,578.9990234,2.8987,384.3760071,0.559208,0.878415,10.9750996,48,0.492147,7.4223599,280.2799988,-0.0800781,0.38366,0.050000001,0
1936,384.6759949,0.240635,752.0490112,1.57679,0.275266,8.0924101,57,0.444369,33.8042984,272.7179871,0.0395508,0.399711,0.050000001,0
1859,1158.780029,1.5130399,1330.829956,2.1285999,18.3980007,11.2987003,57,0.470492,44.8286018,40.2314987,0.0009766,0.398092,0.050000001,0
1870,1112.01001,3.9293301,158.6730042,0.111913,1.41608,14.6231003,57,0.390244,35.2066994,206.5650024,-0.240234,0.335373,0.050000001,0
1866,1237.300049,5.2725902,586.9349976,2.47528,1.0807,8.3342199,57,0.355424,33.8235016,43.3614006,-0.84082,0.38397,0.050000001,0
1869,1232.839966,5.14399,274.9620056,6.6303201,1.74358,6.9396,57,0.565049,29.0189991,339.2430115,0.120117,0.399895,0.050000001,0
1871,1112.189941,3.6378701,53.338501,3.27949,2.57848,8.5632496,57,0.418871,38.0220985,236.201004,-0.360352,0.459555,0.029999999,0
1865,1267.25,8.97717,130.5449982,0.576132,0,8.0008297,57,0.659072,38.0754013,92.5502014,0.438965,0.414059,0.050000001,0
1918,298.0599976,0.0003101,2040.73999,13.1401997,19.8425999,7.7463899,48,0.504821,14.2564001,2.7275801,0.120117,0.455857,0.050000001,0
1846,2981.73999,0.859475,5722.939941,2.3060501,0,6.6133699,49,0.70208,27.0540009,99.3526001,1.28027,0.445818,0.050000001,0
1905,607.3850098,1.09911,225,5.7149701,16.0121002,9.1995401,55,0.504454,41.1949997,68.7116013,-0.0800781,0.429406,0.050000001,0
1853,2457.600098,1.0714099,2351.530029,1.06276,0,7.3884602,46,0.479024,52.0863991,221.1809998,0.15918,0.615151,0.050000001,0
1847,2665.310059,2.16728,5042.359863,1.50427,0.393901,8.4272003,47,0.494204,23.4652996,158.5570068,-0.0390625,0.394001,0.050000001,0
1853,2637.830078,1.4216501,2764.26001,2.1477001,0,6.6845798,49,0.501683,26.3236008,24.7915993,0.0800781,0.386045,0.050000001,0
1936,79.177002,0.373659,1415.76001,12.5768995,8.9239702,7.0985599,55,0.501586,46.1917,50.6441002,0.0400391,0.557004,0.050000001,0
1846,2637.679932,0.615186,5728.629883,1.95269,0.511402,8.1661396,46,0.531193,21.7956009,346.6629944,-1.04102,0.404866,0.050000001,0
1851,2263.189941,2.36886,3133.100098,0.44765,0.117195,9.6394596,49,0.5,31.4298992,333.4349976,0,0.375591,0.050000001,0
1955,407.0390015,0.509005,1776.400024,3.3340099,6.6992302,9.4221897,49,0.507042,30.5944004,79.1899033,0.0395508,0.442329,0.050000001,0
1948,249.8820038,0.633492,1605.630005,3.96122,22.1585999,10.2456999,55,0.557991,47.8056984,94.3343964,0.121094,0.462217,0.050000001,0
1850,2228.929932,0.880219,2778.550049,1.04711,4.3865399,11.2951002,55,0.4375,41.0984001,33.3241997,-0.280762,0.444759,0.029999999,0
1853,2141.330078,1.07444,2475.25,0.66019,0,7.8646202,55,0.566545,37.9734001,60.5080986,-0.0791016,0.434607,0.050000001,0
1844,2107.01001,0.914343,5408.379883,0.205987,0,9.0293798,46,0.499564,30.5830002,103.973999,0.760254,0.492219,0.050000001,0
1958,561.4429932,0.917074,2074.340088,1.35348,2.4807899,10.2376003,49,0.495928,33.3665009,85.771698,-0.0795898,0.423086,0.050000001,0
1849,1861.069946,2.4800501,3595.209961,4.1254401,0,6.03054,49,0.538056,32.2522011,90.3475037,1.28076,0.399153,0.050000001,0
1954,656.507019,1.77995,1923.02002,2.3022201,11.0556002,10.6403999,49,0.58664,34.3282013,124.3809967,-1.84033,0.413277,0.050000001,0
1958,423.4349976,1.25892,2051.909912,1.48633,0.908138,9.13235,49,0.492442,34.5928993,222.2709961,-0.0410156,0.44373,0.050000001,0
1928,781.0720215,0.758592,1098.219971,2.5792401,0.450459,7.5998802,49,0.485354,34.5657997,78.2646027,0.0395508,0.410412,0.050000001,0
1940,674.0629883,1.8368,1561.819946,1.55667,0,7.00665,55,0.490011,33.857399,95.5463028,0.240234,0.399144,0.050000001,0
1848,1562.140015,2.4829299,3755.580078,1.66197,3.48175,10.1599998,55,0.484375,51.1990013,226.2200012,-0.401367,0.407007,0.050000001,0
1847,1405.5,2.06475,4839.560059,3.3029201,0,6.25353,55,0.503662,51.0269012,97.3948975,0.55957,0.579652,0.050000001,0
1856,790.7579956,1.18462,799.9249878,1.9302,0.168503,7.4845901,46,0.444601,36.4762001,126.5660019,-0.0810547,0.435312,0.029999999,0
1949,122.6910019,1.60728,1873.219971,5.8653698,8.2181997,8.5100899,49,0.495906,30.3206997,306.32901,0.0810547,0.377682,0.050000001,0
1940,336.6900024,2.7736399,1366.76001,2.1403301,1.68177,8.9905996,49,0.512676,33.5466003,165.7949982,-0.0800781,0.429283,0.050000001,0
1952,407.5409851,2.66696,1504.109985,1.9569499,0,6.7776699,49,0.457277,33.6829987,114.9309998,0.47998,0.413559,0.050000001,0
1853,1000.890015,1.56327,1635.410034,2.7332499,0.477396,7.5418,55,0.501408,24.9902,219.8000031,0.0800781,0.490039,0.050000001,0
1852,981.0449829,0.997811,1845.76001,0.333867,6.32235,13.9308996,49,0.582317,35.9644012,12.9946003,-0.0800781,0.367554,0.050000001,0
1923,1,1.35147,970.3709717,2.4700301,36.0186996,11.6686001,49,0.506461,18.9430008,58.2421989,-0.0805664,0.571482,0.050000001,0
1901,101.3560028,0.862008,979.5040283,1.13615,0,7.32166,55,0.451587,22.1669006,129.6380005,0.119141,0.435723,0.050000001,0
1849,809.4840088,2.55164,3480.449951,1.84585,14.5021,11.3470001,55,0.516901,52.1300011,98.566803,-0.520996,0.392389,0.050000001,0
1945,286.3999939,2.8763299,854.5499878,9.3386497,6.5778499,7.4035902,49,0.500544,32.3592987,354.7799988,0.0791016,0.377438,0.050000001,0
1857,211.4730072,0.0091299,1142.930054,2.9853599,0.260753,7.0479598,49,0.491608,34.7784996,296.3500061,0.0805664,0.4757,0.050000001,0
1847,394.1229858,6.4608402,4685.720215,1.53678,0.134139,7.7126598,49,0.505796,28.7297993,338.0299988,-0.0009766,0.387288,0.050000001,0
1851,382.9410095,1.81332,3314.01001,1.55275,0.542137,8.6185999,55,0.491329,35.7142982,104.9430008,-0.0395508,0.378982,0.050000001,0
2015,349.6740112,0.904751,902.7269897,7.3668599,7.1107798,7.9318299,55,0.500566,44.4651985,336.3959961,-0.0390625,0.477017,0.050000001,0
