X,Y,DEM,Runoff,FCO,Faults,Slope,SPI,TWI,Rain,TRI,UD,Aspect,Curvature,NDVI,Manning
295336.6008,2456900.893,1875,267.8659973,1.32876,1029.02002,0.100098,0.192171,12.8865004,57,0.670732,38.4934998,90,0.0400391,0.410868376,0.029999999
295536.6008,2456900.893,1873,222.4609985,1.5126801,1219.719971,2.0722101,0.36182,7.8189998,57,0.444331,37.0713997,72.4456024,-0.55957,0.421992868,0.050000001
295736.6008,2456900.893,1872,174.0110016,1.63219,1412.079956,2.1446199,0,6.6860099,57,0.559055,37.6829987,121.6549988,0.400879,0.423469305,0.029999999
295936.6008,2456900.893,1872,47.9269981,1.63256,1605.109985,4.0141201,0.350866,6.7511301,57,0.522604,37.762001,207.0460052,-0.0791016,0.395846605,0.050000001
296136.6008,2456900.893,1870,38.9487,1.55048,1798.170044,2.6666999,0,6.4678798,57,0.532495,35.9639015,186.4459991,0.719727,0.401006341,0.029999999
296336.6008,2456900.893,1869,142.6640015,1.4137,1993.839966,2.7253301,0,6.4461002,57,0.605195,34.2570992,90.5261002,1.75977,0.471273839,0.100000001
296536.6008,2456900.893,1863,206.526001,1.09855,2188.729981,1.65711,36.8851013,12.4892998,57,0.366837,32.6297989,56.0816994,-2.4384799,0.45337081,0.100000001
296736.6008,2456900.893,1865,264.4620056,0.861152,2383.120117,1.8087,0.631556,8.4659405,57,0.515625,26.7821007,130.5110016,-0.0009766,0.486757666,0.029999999
296936.6008,2456900.893,1863,362.6400146,0.591062,2579.659912,1.66198,0.145074,7.6343002,57,0.495422,20.7562008,223.7649994,0.0410156,0.539580047,0.050000001
301936.6008,2456900.893,1844,16.4011993,0,6896.040039,5.6886301,0.498055,6.4008298,57,0.534635,7.1255999,141.0670013,0.160645,0.410188019,0.100000001
302136.6008,2456900.893,1847,136.6529999,0,7056.620117,1.4636,0.127749,7.7614698,57,0.659341,11.007,187.8500061,0.119141,0.479867846,0.050000001
302336.6008,2456900.893,1847,287.0140076,0,7220.75,3.0327899,0,6.3390298,57,0.572979,12.1912003,113.8099976,0.479004,0.583248258,0.100000001
302536.6008,2456900.893,1847,438.9119873,0,7385.890137,1.79257,1.09536,8.94491,57,0.292043,13.6321001,157.0010071,-1.16064,0.863442361,0.100000001
302736.6008,2456900.893,1846,595.7479858,0,7551.859863,3.1571,0,6.29878,57,0.493613,13.7198,60.5904007,0.0395508,0.45524621,0.029999999
292336.6008,2456700.893,1898,551.0579834,0,1455.560059,0.887178,0,7.5690699,57,0.434385,9.1095695,111.4899979,0.200195,0.473439753,0.029999999
292536.6008,2456700.893,1896,529.0789795,0,1339.430054,8.68997,0.764198,5.9727101,57,0.564789,13.6974001,188.2720032,1.36035,0.71140343,0.050000001
292736.6008,2456700.893,1894,480.4259949,0,1243.640015,0.697997,0,7.8089299,57,0.527841,17.4564991,284.5339966,-0.0400391,0.506055713,0.050000001
292936.6008,2456700.893,1893,412.8259888,0,1174.859985,1.7765599,0,6.8744402,57,0.515538,24.5944996,219.2980042,0.239258,0.725366175,0.050000001
293136.6008,2456700.893,1892,408.8059998,0.0250491,1077.530029,1.51354,0.39633,8.4210501,57,0.535535,28.7385006,277.6010132,-0.0405273,0.426853895,0.050000001
293336.6008,2456700.893,1890,436.5710144,0.147583,878.2990112,0.559153,0,8.0307398,57,0.469471,36.2207985,333.4490051,-0.0800781,0.484985918,0.259000003
293536.6008,2456700.893,1889,394.0620117,0.253127,679.9630127,0.900879,0.314487,9.1631804,68,0.51897,42.3902016,180,0.0400391,0.385342687,0.050000001
293736.6008,2456700.893,1888,392.8680115,0.437723,482.4989929,4.0512199,1.7706,7.8405199,68,0.535127,45.9780998,88.588501,-0.599609,0.375091523,0.050000001
293936.6008,2456700.893,1886,352.1419983,0.559828,283.17099,3.07512,0.537216,7.4237499,68,0.361815,48.8600998,36.3956985,-0.920898,0.378802896,0.050000001
294136.6008,2456700.893,1884,379.1530151,0.68496,84.8527985,1.21654,2.01736,10.2489996,68,0.500436,48.7216988,80.5281982,0.0004883,0.395051926,0.050000001
294336.6008,2456700.893,1883,352.5119934,0.75618,111.6289978,1.5132,1.45288,9.5198898,68,0.509339,49.8699989,172.4089966,0.0405273,0.390107423,0.050000001
294536.6008,2456700.893,1881,269.7420044,0.830992,310.5559998,2.2486501,2.3559501,9.2035503,68,0.633816,48.2617989,98.3104019,0.479492,0.446172178,0.050000001
294736.6008,2456700.893,1878,175.3170013,0.82998,508.4339905,3.7991099,0,6.1132102,68,0.429928,44.0866013,59.5603981,0.160156,0.383393466,0.029999999
294936.6008,2456700.893,1877,131.0610046,0.948409,705.7620239,0.176949,0.0154415,9.8744802,68,0.445122,42.2907982,278.1300049,0,0.439579278,0.050000001
295136.6008,2456700.893,1877,159.5240021,1.07851,905.4290161,3.28668,0.287127,6.9516101,68,0.498515,38.705101,76.8180008,0.121094,0.41550222,0.029999999
295336.6008,2456700.893,1875,110.9100037,1.28684,1102.439941,2.2476599,0.981215,8.4308004,68,0.473327,37.0265999,110.8460007,-0.161133,0.477140397,0.029999999
295536.6008,2456700.893,1872,26.9258003,1.41687,1284.290039,7.82026,2.0601101,6.7727799,68,0.43268,35.1040993,143.0579987,-0.0400391,0.505870283,0.050000001
295736.6008,2456700.893,1869,13.4164,1.45285,1472.469971,3.2202899,5.0636702,9.2233496,68,0.352142,34.1231995,166.0720062,-1.20068,0.411603749,0.050000001
295936.6008,2456700.893,1869,105.2089996,1.43067,1661.469971,2.2820401,0,6.6238399,68,0.5863,36.2312012,28.8134995,1.55908,0.406530231,0.050000001
296136.6008,2456700.893,1868,211.4049988,1.33552,1851.52002,1.05916,0,7.39185,68,0.740841,35.0125999,340.7189941,0.639648,0.476451308,0.050000001
296336.6008,2456700.893,1867,317.4729919,1.22853,2044.199951,1.95599,0,6.7781601,68,0.559721,34.7766991,32.4602013,0.520508,0.428829402,0.100000001
296536.6008,2456700.893,1865,400.9790039,0.97662,2236.330078,1.49222,0,7.0489502,68,0.513074,32.4295998,351.3429871,0.359375,0.387232393,0.050000001
296736.6008,2456700.893,1863,452.8399963,0.791672,2428.76001,2.81283,1.47395,8.3603601,68,0.456152,27.5431995,329.5650024,0.160645,0.43135336,0.029999999
296936.6008,2456700.893,1862,533.0460205,0.612782,2623.76001,0.600586,0.052412,8.6524,48,0.5,23.1898994,180,0,0.382799178,0.050000001
301136.6008,2456700.893,1847,244.8179932,0,6143.229981,0.212339,0,8.9990101,48,0.745645,8.6665297,45,0.240234,0.546050668,0.100000001
301336.6008,2456700.893,1850,165.0240021,0,6298.52002,1.59436,0.695837,8.7744703,48,0.434713,6.9920301,48.8181992,-0.400391,0.725073993,0.029999999
301536.6008,2456700.893,1849,78.7146988,0,6455.470215,2.82903,0,6.4087,48,0.500153,6.9904299,315,0.0009766,0.834256589,0.029999999
301936.6008,2456700.893,1848,122.1470032,0,6778.439941,1.25,0,7.22614,48,0.5,6.75631,180,0.400879,0.473901749,0.050000001
302136.6008,2456700.893,1847,264.0929871,0,6941.75,1.0822999,0,7.3702402,48,0.327458,8.9390802,303.6860046,0.400391,0.420801729,0.050000001
302336.6008,2456700.893,1847,417.9100037,0,7108.540039,2.6198699,0,6.48562,48,0.45784,12.1185999,113.6299973,-0.160645,0.534322381,0.050000001
302536.6008,2456700.893,1846,569.5410156,0,7276.209961,2.58496,0,6.4990501,48,0.395881,14.4420004,95.0119019,0.399902,0.622474313,0.029999999
302736.6008,2456700.893,1846,719.9509888,0,7431.390137,0.925813,0,7.5264401,48,0.478873,13.8986998,51.5849991,-0.0400391,0.513692319,0.050000001
302936.6008,2456700.893,1847,875.2009888,0,7560.459961,1.21936,0.106423,7.9441099,57,0.307251,11.9258003,241.8509979,-0.47998,0.664819419,0.029999999
292336.6008,2456500.893,1898,370.4819946,0,1306.800049,1.31993,0,7.17169,57,0.341784,14.1327,142.6660004,-0.560059,0.493075013,0.050000001
292536.6008,2456500.893,1896,331.0740051,0,1176.069946,1.1074899,0,7.3472199,57,0.584833,18.8323994,61.6907005,0.520996,0.740083575,0.050000001
292736.6008,2456500.893,1894,291.04599,0,1065.699951,1.73418,0,6.8986001,57,0.541114,21.8509007,151.5859985,0.15918,0.434541464,0.029999999
292936.6008,2456500.893,1893,219.7839966,0,984.7410278,1.09841,1.53383,10.1886997,57,0.514983,29.0408001,101.8160019,-0.36084,0.401767939,0.050000001
293136.6008,2456500.893,1891,218.9089966,0.0025518,934.4990234,2.46189,0,6.5479002,57,0.598988,33.8162994,119.1709976,1.56055,0.60988605,0.050000001
293336.6008,2456500.893,1890,258.5499878,0.0764029,849.6959839,2.52823,0.220769,7.2144198,57,0.422295,40.4940987,155.473999,0.280273,0.509451091,0.050000001
293536.6008,2456500.893,1889,195.1260071,0.181007,652.5040283,4.2848501,0.374616,6.6856399,57,0.437318,46.0167999,34.0670013,-0.0004883,0.401511699,0.050000001
293736.6008,2456500.893,1887,214.3739929,0.403959,455.723999,6.06077,4.2470002,7.8410902,57,0.335714,49.2775002,127.6279984,-2.08057,0.396790683,0.029999999
293936.6008,2456500.893,1886,153.326004,0.547929,256.9769897,2.7763,0,6.4275398,57,0.4774,50.1105003,271.5620117,1.00049,0.383761734,0.029999999
294136.6008,2456500.893,1885,190.5390015,0.768716,59.0339012,1.57655,0.963289,9.07339,57,0.45,49.3975983,334.6600037,-0.679688,0.57266748,0.050000001
294336.6008,2456500.893,1883,184.6999969,0.940479,137.3209991,1.80054,0.471527,8.2473202,57,0.500339,48.5387001,90,0.0004883,0.399457037,0.050000001
294536.6008,2456500.893,1880,80.9568024,1.1294301,336.4419861,0.395246,4.8633299,13.3334999,57,0.399512,47.0102005,124.6839981,-0.398926,0.494913608,0.029999999
294736.6008,2456500.893,1878,1.41421,1.1716599,534.6030273,10.2093,1.80094,6.2140899,57,0.398938,42.9143982,310.8330078,-2.7597699,0.426983505,0.100000001
294936.6008,2456500.893,1877,65.6201019,1.15745,732.0009766,1.48024,0.129202,7.7501602,57,0.537918,40.5825005,11.6806002,-0.240234,0.539352,0.050000001
295136.6008,2456500.893,1876,36.3456001,1.18259,931.3779907,1.63258,0,6.9590101,57,0.410329,36.5057983,207.3650055,-0.799316,0.619948924,0.029999999
295336.6008,2456500.893,1875,22.1359005,1.23457,1129.819946,4.58564,0.802045,7.0229902,57,0.457375,35.5461006,19.4237003,0.0405273,0.46821025,0.100000001
