X,Y,DEM,Runoff,FCO,Faults,Slope,SPI,TWI,Rain,TRI,UD,Aspect,Curvature,NDVI,Manning
295336.6008,2455300.893,1873,1218.119995,1.47045,1041.02002,3.4468901,9.9381399,9.7371197,48,0.54061,31.8360996,145.052002,-0.800781,0.436989158,0.050000001
295536.6008,2455300.893,1873,1237,1.55378,1231.479981,3.43031,0,6.2156,48,0.555465,28.9428005,36.7027016,0.0400391,0.426791877,0.050000001
295736.6008,2455300.893,1871,1285.719971,1.6558501,1426.229981,2.2634399,0.197622,7.3251801,48,0.455655,26.7777996,30.5238991,0.320313,0.548974991,0.050000001
295936.6008,2455300.893,1871,1355.540039,1.6705,1621.52002,2.2752099,0.794601,8.2362804,48,0.567812,23.9599991,77.9455032,-0.120117,0.602989197,0.050000001
296136.6008,2455300.893,1869,1432.569946,1.70581,1816.780029,0.649295,1.75656,11.3470001,57,0.692749,23.5114994,15.6236,-0.640625,0.426933974,0.050000001
296336.6008,2455300.893,1867,1506.630005,1.73572,1965.400024,2.12657,0.556981,8.0807695,57,0.436002,28.1014996,87.9768982,0.0405273,0.660800993,0.050000001
296536.6008,2455300.893,1866,1536.079956,1.70567,2059.419922,0.996052,0.434646,9.24506,57,0.444557,28.9899006,72.4533005,-0.0405273,0.380676061,0.029999999
296736.6008,2455300.893,1864,1361.560059,1.6720901,2167.280029,2.2804899,0,6.6245198,57,0.547754,26.4549007,164.7619934,0.239258,0.452330202,0.050000001
296936.6008,2455300.893,1863,1192.930054,1.70423,2288.669922,5.3003602,0.463859,6.4719601,57,0.447602,24.1914005,58.1118011,0.28125,0.439197898,0.050000001
297136.6008,2455300.893,1861,1036.670044,1.87357,2420,3.28316,0.573639,7.35815,57,0.537776,25.0473995,273.928009,0.400879,0.664707899,0.050000001
297336.6008,2455300.893,1860,898.3079834,2.2525699,2559.51001,0.0791341,0,9.9860497,57,0.554878,27.4671993,251.5650024,0.120117,0.43889448,0.050000001
297536.6008,2455300.893,1859,780.401001,2.4510701,2707.98999,1.4636,0.127749,7.7614698,57,0.631521,31.5366001,172.1499939,0.0405273,0.394740194,0.029999999
297736.6008,2455300.893,1859,667.0369873,2.4988301,2850.320068,5.1098399,0.447096,6.50877,57,0.439799,36.6074982,323.3580017,0.15918,0.384887755,0.050000001
297936.6008,2455300.893,1858,509.8129883,2.38851,2948.439941,0.291414,0,8.6824398,57,0.446029,43.5166016,329.0570068,0.240234,0.497535825,0.050000001
298136.6008,2455300.893,1859,318.3080139,2.1006401,3057.51001,4.8088002,0.420628,6.5697899,57,0.52691,43.6431007,314.1570129,0.0009766,0.859774172,0.100000001
298336.6008,2455300.893,1859,152.0299988,1.78204,3174.959961,4.2059598,0.735387,7.1097498,57,0.555505,39.8955994,250.9210052,-0.0410156,0.400972694,0.050000001
298736.6008,2455300.893,1858,96.2133026,0.879406,3432.830078,1.99982,0,6.75598,57,0.404969,28.5564003,0.0087434,0.199707,0.564814389,0.029999999
298936.6008,2455300.893,1857,200.6640015,0.524181,3571.600098,0.704597,0,7.79952,57,0.650392,23.6616001,207.496994,0.760254,0.51091373,0.050000001
299136.6008,2455300.893,1856,50.9117012,0.405918,3715.219971,3.2439599,0.283387,6.9647298,57,0.629759,20.4717007,65.3999023,0.15918,0.409183919,0.100000001
299336.6008,2455300.893,1857,4.4721398,0.551555,3865.27002,2.0938799,0.548412,8.0962696,57,0.502104,23.0746002,326.6900024,-0.0405273,0.533036113,0.029999999
299536.6008,2455300.893,1856,66.9403,0.672088,4019,0.816627,0.142536,8.7505598,57,0.461972,25.8701992,62.6593018,-0.400391,0.433275878,0.050000001
299736.6008,2455300.893,1855,125.2279968,0.778871,4175.850098,2.4867499,13.2456999,10.665,57,0.548425,29.1630993,164.8399963,-0.320313,0.659514427,0.050000001
299936.6008,2455300.893,1854,198.0330048,0.78453,4337.779785,0.429614,2.062,12.3196001,57,0.462869,31.4139996,35.5755005,-0.280762,0.520904899,0.050000001
300136.6008,2455300.893,1855,328.6940002,0.691017,4502.040039,0.540938,0,8.0638599,57,0.507853,32.3138008,326.3190002,0.0800781,0.422487497,0.050000001
300336.6008,2455300.893,1854,473.6690063,0.572531,4668.240234,0.505349,0.749708,11.0222998,57,0.539267,33.2909012,32.9222984,0.0390625,0.540884376,0.050000001
300536.6008,2455300.893,1854,639.5250244,0.354942,4838.629883,1.43239,0.125024,7.78303,57,0.496787,34.0825996,29.2301006,-0.0791016,0.47625798,0.050000001
300736.6008,2455300.893,1852,816.0620117,0.174205,5010.419922,0.395864,0.79455,11.5542002,57,0.212314,32.7863998,251.4810028,-0.0390625,0.390694052,0.029999999
300936.6008,2455300.893,1852,916.1849976,0.0901537,5183.370117,1.34159,4.4496102,10.8190002,57,0.500339,31.0566998,153.4349976,0.0009766,0.395449966,0.050000001
301136.6008,2455300.893,1851,882.1519775,0.0059451,5339.009766,0.575602,0,8.00175,57,0.685656,28.1581993,214.4149933,0.160645,0.524414599,0.029999999
301336.6008,2455300.893,1851,873,0,5463.569824,1.62646,0.141971,7.65591,68,0.433162,23.2518005,272.6239929,0.159668,0.396894753,0.100000001
301536.6008,2455300.893,1850,845.3079834,0,5588.470215,1.98279,0.346194,7.8631501,68,0.520533,19.8213005,123.6900024,0.159668,0.485435277,0.050000001
301736.6008,2455300.893,1850,762.4970093,0,5717.600098,1.4702801,1.6683199,9.7028303,68,0.369034,17.5804996,54.7000999,-0.359375,0.480467409,0.050000001
301936.6008,2455300.893,1850,710.8040161,0.0127663,5846.720215,0.632687,1.6012,11.3084002,68,0.499237,18.1448994,71.5824966,0,0.5381037,0.050000001
302136.6008,2455300.893,1849,687.1049805,0.111213,5975.040039,2.1751299,0,6.6718702,68,0.468382,19.5212002,179.348999,0.479492,0.40753001,0.050000001
302336.6008,2455300.893,1850,710.9559937,0.356531,6103.259766,2.0589299,0,6.72683,68,0.630957,19.5804996,79.5129013,1.11963,0.526162624,0.050000001
302536.6008,2455300.893,1849,786.5479736,0.530121,6217.430176,0.0353899,0.0216181,12.8702002,68,0.890244,20.0333004,315,0,0.557256877,0.050000001
302736.6008,2455300.893,1850,900.3850098,0.735224,6334.600098,0.430536,0.0751429,9.3907604,68,0.5,21.6898003,324.4620056,0,0.417729437,0.050000001
302936.6008,2455300.893,1847,1041.660034,0.80809,6456.970215,0.291832,0,8.6810102,68,0.487805,20.7866993,149.0359955,0.0400391,0.602587521,0.050000001
290736.6008,2455100.893,1915,846.1970215,0.112796,2510.659912,2.08658,3.0968201,9.6038504,68,0.464948,17.6035995,34.2594986,-0.719727,0.445966631,0.100000001
290936.6008,2455100.893,1913,696.5809937,0.292446,2318.919922,1.56317,0,7.00248,68,0.490309,24.6811008,82.6418991,0.160645,0.383982539,0.050000001
291136.6008,2455100.893,1910,575.5209961,0.610039,2129.830078,1.2776901,0,7.2042198,68,0.481356,28.9731998,59.4351997,0.639648,0.407728016,0.029999999
291336.6008,2455100.893,1908,505.9299927,0.803668,1943.859985,1.32561,0,7.1673899,68,0.433721,34.6610985,35.8013992,0.360352,0.393241286,0.050000001
291536.6008,2455100.893,1906,474.605011,1.00635,1758.920044,0.0791341,0,9.9860497,68,0.493894,37.7187996,288.4349976,0.639648,0.399190873,0.029999999
291736.6008,2455100.893,1904,488.4960022,1.084,1578.790039,1.90205,3.3208699,9.8506603,68,0.523837,44.9210014,86.9832993,-0.120117,0.400480539,0.029999999
291936.6008,2455100.893,1901,516.7630005,1.0920399,1396.73999,0.737722,0,7.7535701,68,0.548413,48.9160004,28.2719002,0.239258,0.435627908,0.050000001
292136.6008,2455100.893,1900,613.0130005,1.01028,1209.229981,2.3763599,4.1498399,9.62782,68,0.420858,49.3125,91.8030014,-0.759277,0.382676423,0.050000001
292336.6008,2455100.893,1897,693.3579712,0.767567,1027.73999,3.0302601,0,6.33986,68,0.504709,45.4772987,183.3079987,0.560059,0.41146794,0.050000001
292536.6008,2455100.893,1896,742.2999878,0.628217,855.3829956,1.9778,0.517984,8.1533499,68,0.497559,43.2104988,73.8469009,-0.0800781,0.398291618,0.100000001
292736.6008,2455100.893,1895,831.0859985,0.768451,695.8800049,1.7716,1.70113,9.3621502,48,0.490011,43.766201,106.4000015,0.0800781,0.375483543,0.050000001
292936.6008,2455100.893,1892,953.8889771,1.21592,564.1359863,0.382201,0,8.4112301,48,0.511002,42.5078011,191.3280029,0.0405273,0.410198748,0.050000001
293136.6008,2455100.893,1891,1069.640015,1.5559,482.1619873,1.3538001,0.236323,8.2449503,48,0.503662,42.7798996,265.7600098,0.0795898,0.410476953,0.029999999
293336.6008,2455100.893,1888,1074,1.93434,475.1289978,0.721814,0.188977,9.1616697,48,0.5,43.2174988,123.6900024,0,0.426460564,0.050000001
293536.6008,2455100.893,1887,1091.380005,2.0427201,473.0509949,3.32921,1.45426,8.0373402,48,0.410055,43.6477013,194.345993,-0.520996,0.434208155,0.050000001
293736.6008,2455100.893,1887,1140.400024,2.0113299,476.3659973,0.67052,0,7.8491001,48,0.556309,43.1414986,206.5769958,0.120605,0.36855647,0.050000001
293936.6008,2455100.893,1886,1174.069946,1.9088399,292.2619934,0.304435,0,8.63873,48,0.479675,40.7809982,9.4623203,-0.0800781,0.390655547,0.029999999
294136.6008,2455100.893,1884,1179.640015,1.62617,118.1520004,5.3267899,0.932372,6.8724198,48,0.553662,38.2490997,1.34596,0.919922,0.427814484,0.050000001
294336.6008,2455100.893,1881,1187.170044,1.3997101,47.8852997,1.64816,3.3089199,10.1275997,48,0.341325,35.9407005,9.60359,-0.439453,0.403764933,0.050000001
294536.6008,2455100.893,1879,1220.449951,1.09444,222.1710052,0.777282,0.949672,10.4094,48,0.562166,34.2691994,45,-0.639648,0.472325057,0.050000001
294736.6008,2455100.893,1879,1265.530029,1.0084,408.256012,2.1840301,0.381363,7.7663999,48,0.597643,34.6934013,195.9530029,-0.200195,0.387624264,0.050000001
294936.6008,2455100.893,1877,1337.430054,1.0288,600.5809937,1.1713901,0.204471,8.38972,48,0.488599,34.7593002,16.0930004,-0.0800781,0.379933685,0.029999999
295136.6008,2455100.893,1875,1426.550049,1.1227601,797.992981,1.04371,0.546534,9.3524599,48,0.453713,32.4901009,106.685997,-0.439453,0.663928926,0.050000001
295336.6008,2455100.893,1874,1419.099976,1.42914,995.6099854,2.13273,4.0963702,9.8270702,48,0.5,30.6084003,85.2969971,-0.0791016,0.493851781,0.050000001
295536.6008,2455100.893,1872,1435.349976,1.66317,1193.01001,3.72279,0.975982,7.5198498,48,0.458146,28.4624004,22.0823002,-0.720215,0.520478427,0.050000001
295736.6008,2455100.893,1869,1478.969971,1.93129,1392.780029,2.2088001,38.9550018,11.9696999,57,0.5,27.0526009,5.20016,0,0.419479847,0.050000001
295936.6008,2455100.893,1870,1540.76001,2.0862999,1591.800049,1.85242,0,6.8326001,57,0.495422,26.1443005,158.6390076,0.0791016,0.544460177,0.050000001
296136.6008,2455100.893,1869,1623.829956,2.3773301,1700.099976,2.3589201,1.44177,8.6701202,57,0.490526,27.1450996,195.348999,0.200684,0.372495383,0.050000001
296336.6008,2455100.893,1867,1621.439941,2.56233,1786.069946,2.51123,0.438566,7.6266398,57,0.427155,30.9001007,35.2737999,-0.0004883,0.478390396,0.050000001
296536.6008,2455100.893,1865,1448.920044,2.73523,1889.030029,2.25227,0.196646,7.3301301,57,0.481465,32.2685013,2.5394599,0.200195,0.475309372,0.050000001
296736.6008,2455100.893,1864,1267.459961,2.7845199,2006.079956,2.32604,14.2165003,10.8674002,57,0.559398,30.6770992,268.1499939,0,0.40374434,0.050000001
296936.6008,2455100.893,1862,1088.530029,2.8706801,2136.639893,0.977478,0.170616,8.5707397,57,0.539669,29.5995998,302.4790039,0.0390625,0.565876067,0.029999999
297136.6008,2455100.893,1861,914.6060181,3.0201399,2276.76001,0.353899,0.123533,10.0976,57,0.481707,28.0841999,188.1300049,-0.160156,0.607931972,0.050000001
297336.6008,2455100.893,1860,754.4849854,3.4003999,2424.530029,0.801125,0,7.6711102,57,0.521127,29.9603004,356.4179993,0.438965,0.459854633,0.100000001
297536.6008,2455100.893,1859,615.815979,3.5937901,2580.560059,0.353899,0.0308834,9.1813202,57,0.443902,34.0528984,81.8699036,0,0.412671208,0.100000001
297736.6008,2455100.893,1859,501.3789978,3.47943,2674.189941,2.86234,0,6.3969698,57,0.521127,39.3591003,340.6220093,0.159668,0.374485314,0.050000001
297936.6008,2455100.893,1859,388.7340088,3.1954,2778.530029,2.31128,0,6.6111002,57,0.547789,44.8400002,344.3269958,0.0791016,0.540646374,0.050000001
298136.6008,2455100.893,1859,267.6600037,2.6119001,2894.01001,4.75106,0.415554,6.5819302,57,0.441,45.6702995,310.7390137,0.0395508,0.424175411,0.050000001
298336.6008,2455100.893,1860,75.5049973,2.24196,3017.830078,2.3729501,0.207194,7.2778802,57,0.577165,41.895401,191.5579987,0.0400391,0.417679757,0.050000001
298536.6008,2455100.893,1858,118.0680008,1.54093,3148.820068,2.93469,0,6.3719702,57,0.508834,37.3544006,13.7948999,0.159668,0.45586884,0.050000001
298736.6008,2455100.893,1857,256.6029968,1.09554,3288.050049,0.604338,0,7.9530301,57,0.555869,31.6033001,65.5703964,0.0410156,0.48904258,0.100000001
298936.6008,2455100.893,1856,333.7569885,0.636842,3432.679932,1.62767,0.142077,7.65517,57,0.514781,26.5694008,169.3679962,0.0400391,0.711841524,0.050000001
299136.6008,2455100.893,1857,237.0839996,0.476711,3581.879883,1.12796,0,7.3288999,57,0.40912,24.5405998,77.1819992,1.23975,0.658925712,0.029999999
299336.6008,2455100.893,1856,205.0099945,0.552205,3737.290039,2.9633501,0.258828,7.0553799,57,0.594446,25.7700005,207.6549988,0.560059,0.448099881,0.050000001
299536.6008,2455100.893,1855,248.6970062,0.652236,3896.060059,3.7825999,0.661139,7.2161899,57,0.542236,28.0949001,245.8049927,0.400879,0.374045372,0.050000001
299736.6008,2455100.893,1855,317.4410095,0.757452,4057.659912,4.1314802,0.722319,7.1276798,57,0.512621,29.9997005,86.8835983,0.0390625,0.403735667,0.100000001
299936.6008,2455100.893,1855,376.0920105,0.77009,4224.129883,0.82526,0.360107,9.4331903,57,0.542714,31.5510006,358.2839966,-0.399902,0.476681858,0.100000001
300136.6008,2455100.893,1855,477.3129883,0.707624,4392.640137,1.2199,0,7.2505202,57,0.614501,33.9140015,298.1359863,0.160156,0.416918218,0.100000001
300336.6008,2455100.893,1854,611.21698,0.611915,4562.830078,0.490471,0.128406,9.5481005,57,0.556008,35.0880013,284.7799988,-0.0805664,0.620316684,0.050000001
300536.6008,2455100.893,1854,757.4299927,0.431072,4737.009766,1.2999099,0,7.1869798,57,0.510057,35.2909012,112.6159973,0.0395508,0.391626328,0.050000001
300736.6008,2455100.893,1853,796.5540161,0.269332,4912.359863,1.7233,0.150429,7.5980501,57,0.504994,34.8115997,289.5,0,0.416145235,0.050000001
300936.6008,2455100.893,1851,723.8460083,0.161483,5057,1.40845,0.122933,7.7999001,68,0.394753,32.7457008,173.8930054,-0.159668,0.622897863,0.029999999
301136.6008,2455100.893,1852,682.78302,0.0319329,5182.009766,4.7719202,0,5.8843799,68,0.469276,29.3220997,104.2580032,0.800293,0.681413114,0.050000001
301336.6008,2455100.893,1852,672,0,5306.810059,2.86538,0.750768,7.7821999,68,0.495775,23.1271,240.7489929,-0.0395508,0.51129818,0.050000001
301536.6008,2455100.893,1851,673.085022,0,5434.549805,0.354805,0,8.4856195,68,0.485496,20.6072998,39.2755013,0.519531,0.645179689,0.050000001
301736.6008,2455100.893,1850,576.2119751,0,5563.859863,6.2554302,0.54806,6.30516,68,0.504944,17.1816006,145.4219971,0.600098,0.586399436,0.050000001
301936.6008,2455100.893,1850,514.4180298,0.06325,5693.100098,1.44403,0.25208,8.1803999,68,0.631521,17.8619003,113.4499969,-0.639648,0.451709181,0.050000001
302136.6008,2455100.893,1849,486.1480103,0.222777,5821.410156,1.89941,0.331626,7.9061399,68,0.495006,18.2989006,0,-0.320313,0.51912725,0.100000001
302336.6008,2455100.893,1848,519.3120117,0.541122,5937.970215,3.6271501,0.316946,6.8528099,68,0.457635,18.7278996,55.1012001,-0.0810547,0.646536052,0.050000001
302536.6008,2455100.893,1849,618.7769775,0.750998,6054.569824,0.794328,0.138643,8.7782497,68,0.607811,20.1972008,155.8480072,-0.439453,0.534566581,0.050000001
302736.6008,2455100.893,1849,758.2349854,0.991936,6174.839844,1.3038,0,7.18398,68,0.638931,20.7173996,102.1880035,0.878906,0.418246061,0.050000001
302936.6008,2455100.893,1847,921.5670166,1.07629,6300.080078,0.984732,0,7.4647298,68,0.481683,18.9391003,113.9909973,-0.160645,0.518073022,0.029999999
303136.6008,2455100.893,1847,1096.579956,1.06615,6428.52002,1.26728,1.76972,10.0455999,68,0.397559,16.9037991,255.154007,-0.519531,0.68487668,0.050000001
290336.6008,2454900.893,1921,654.1569824,0,2605.870117,1.8971,0.993664,8.7546597,68,0.5,11.5410004,71.5533981,0,0.474450082,0.050000001
290536.6008,2454900.893,1917,723.3040161,0.0002924,2537.909912,1.53,0.801285,8.96984,68,0.487458,16.4279003,101.3190002,0.0805664,0.36335054,0.100000001
290736.6008,2454900.893,1914,834.8029785,0.15337,2460.449951,1.4001499,5.6215701,10.9628,68,0.500436,20.4235001,90,0.0004883,0.375703424,0.100000001
290936.6008,2454900.893,1912,851.6010132,0.355879,2264.459961,1.23344,0.968878,9.5420599,68,0.58794,27.1158009,17.6728001,-0.0810547,0.397437871,0.100000001
291136.6008,2454900.893,1910,755.7940063,0.700273,2070.409912,2.5805199,0,6.5007701,68,0.650269,32.8149986,54.4528999,0.320801,0.514292598,0.050000001
291336.6008,2454900.893,1907,700.2540283,0.906777,1878.560059,0.19058,0.199573,11.6721001,68,0.375,37.3925018,23.1986008,-0.280273,0.371891677,0.100000001
291536.6008,2454900.893,1906,674.1290283,1.14586,1686.469971,0.970452,35.9952011,13.5338001,68,0.564598,40.6183014,78.1317978,-0.119141,0.389953077,0.050000001
291736.6008,2454900.893,1904,688.3519897,1.25744,1497.660034,0.538646,0.0470063,8.76126,68,0.47644,45.0623016,111.7829971,-0.0400391,0.392485797,0.050000001
291936.6008,2454900.893,1901,708.6920166,1.29715,1313.079956,0.10617,0.0277947,11.0784998,68,0.329268,47.952301,315,-0.0800781,0.568099737,0.029999999
292136.6008,2454900.893,1900,781.6550293,1.22366,1131.630005,2.8656299,0,6.3958201,48,0.539318,47.8008003,125.7789993,0.960449,0.437710255,0.050000001
292336.6008,2454900.893,1896,874.9970093,0.974103,958.8460083,2.8465099,16.9051991,10.6365995,48,0.512203,46.1950989,108.4499969,0,0.433135867,0.050000001
292536.6008,2454900.893,1895,933.2789917,0.875737,799.6199951,2.2782199,1.3924,8.7049599,48,0.509156,44.8255997,86.8516998,-0.160156,0.451587766,0.050000001
292736.6008,2454900.893,1894,1005.340027,1.06802,661.0479736,1.48375,2.7196801,10.1457005,48,0.490011,43.9174995,122.6210022,-0.280273,0.417211443,0.050000001
292936.6008,2454900.893,1892,1109.01001,1.52393,561.947998,1.40878,0.122962,7.7996602,48,0.456581,42.3979988,152.5079956,-0.239746,0.4698762,0.050000001
293136.6008,2454900.893,1891,1235.880005,1.8670501,524.0150146,2.37321,1.2433,8.5305405,48,0.494108,41.8398018,106.5329971,-0.0800781,0.417352617,0.050000001
293336.6008,2454900.893,1889,1274,2.2111599,559.8079834,1.70649,0.148961,7.6078501,48,0.504578,42.6692009,121.8280029,-0.0410156,0.386012852,0.029999999
293536.6008,2454900.893,1888,1288.689941,2.31078,657.40802,4.1717501,1.82346,7.8111,48,0.446389,41.6327019,154.8300018,-0.84082,0.550673962,0.050000001
293736.6008,2454900.893,1886,1332.810059,2.24524,563.71698,2.5299799,1.76738,8.7178097,48,0.463389,40.7930984,71.569397,-0.160645,0.407622308,0.029999999
293936.6008,2454900.893,1885,1369.680054,2.0978701,394.848999,2.6249299,0,6.4836898,48,0.469829,37.0113983,90.5395966,-0.0009766,0.385465026,0.050000001
294136.6008,2454900.893,1884,1379.550049,1.7259099,207.8000031,0.807013,0.986001,10.3718004,48,0.48103,34.9975014,82.875,-0.0400391,0.405448556,0.050000001
294336.6008,2454900.893,1881,1385.98999,1.41757,12,2.14011,6.7263699,10.2989998,48,0.483099,32.5992012,14.2145996,-0.320313,0.383862972,0.050000001
294536.6008,2454900.893,1881,1417.130005,0.983225,186.9680023,4.5036602,0.787646,7.0411,48,0.478729,30.2593994,130.4989929,0.279297,0.411686867,0.050000001
294736.6008,2454900.893,1878,1457.790039,0.801963,386.3280029,2.75788,0.240852,7.1273599,57,0.527661,32.1327019,171.1329956,0.240234,0.35159871,0.050000001
294936.6008,2454900.893,1877,1520.849976,0.791643,584.8759766,1.4365,0.877678,9.16646,57,0.661538,30.9221001,97.0042038,-0.0800781,0.375450969,0.050000001
295136.6008,2454900.893,1876,1603.800049,0.94211,785.6519775,3.0438001,0.265867,7.0285401,57,0.573961,28.6711998,317.6659851,-0.400391,0.507389486,0.050000001
295336.6008,2454900.893,1875,1619.089966,1.36171,985.5200195,3.1421599,1.0979,7.9129701,57,0.376144,27.9456005,84.0628967,0.240234,0.500777423,0.050000001
295536.6008,2454900.893,1872,1633.349976,1.65637,1184.430054,2.2941501,0,6.6185498,57,0.422835,26.0652008,20.4213009,0.480469,0.423208803,0.050000001
295736.6008,2454900.893,1871,1671.839966,2.0436299,1385.369995,1.79577,0,6.8636799,57,0.57265,25.6217003,261.1919861,0.44043,0.423637301,0.050000001
295936.6008,2454900.893,1870,1728.569946,2.2827301,1443.619995,1.75586,0.153273,7.5793099,57,0.47773,26.1175995,280.677002,-0.0795898,0.572475612,0.050000001
296136.6008,2454900.893,1868,1702.430054,2.71946,1516.959961,1.52328,0,7.0283399,57,0.539535,28.4260998,246.8040009,0.320801,0.54037571,0.050000001
296336.6008,2454900.893,1868,1521.01001,2.9802401,1612.709961,1.1747,0,7.28829,57,0.715332,32.7408981,128.0789948,1,0.409328371,0.050000001
296536.6008,2454900.893,1865,1345.76001,3.2590499,1726.050049,1.81835,0,6.8511801,57,0.398271,34.4872017,108.4229965,0.239258,0.385179758,0.029999999
296736.6008,2454900.893,1864,1179.040039,3.35079,1853.420044,2.0708599,0,6.7210398,57,0.497965,32.1865005,252.4519958,0.479004,0.411896706,0.050000001
296936.6008,2454900.893,1862,1003.280029,3.5513899,1994,1.8144,0.316772,7.9519701,57,0.48877,32.5367012,101.9300003,-0.47998,0.482007354,0.050000001
297136.6008,2454900.893,1861,819.3779907,3.8605499,2143.469971,1.36013,0,7.1416702,57,0.600999,30.7141991,162.9069977,0.240234,0.475782156,0.050000001
297336.6008,2454900.893,1861,642.2210083,4.3608499,2299.820068,3.29036,0.574899,7.3559599,57,0.534588,32.4039001,233.6600037,-0.239746,0.484392375,0.100000001
297536.6008,2454900.893,1860,472.1279907,4.5768199,2402.350098,3.5420699,0,6.1834602,57,0.56987,36.3324013,341.0559998,0.441406,0.665354431,0.050000001
297736.6008,2454900.893,1860,336.7860107,4.3926702,2502.659912,3.3097,0.578285,7.35008,57,0.50624,40.5906982,148.5899963,-0.0009766,0.392739475,0.029999999
297936.6008,2454900.893,1860,223.826004,3.9611499,2613.860107,1.83311,0,6.8430901,57,0.606816,46.9538994,281.0180054,0.400391,0.410235763,0.050000001
298136.6008,2454900.893,1860,110.1139984,3.06195,2736.290039,2.2981801,1.0032901,8.4085503,57,0.515625,47.956501,315.0109863,0.0004883,0.387805998,0.100000001
298336.6008,2454900.893,1860,14.1421003,2.47153,2866.929932,0.82576,0,7.64082,57,0.410329,42.9984016,35.1291008,0,0.394284457,0.100000001
298536.6008,2454900.893,1859,167.7649994,1.72211,3004.5,0.727548,0.380957,9.7133703,57,0.518318,38.6175995,15.9717999,0.0395508,0.393550694,0.029999999
298736.6008,2454900.893,1858,359.4400024,1.2555,3150.129883,0.903166,0,7.5512099,57,0.478873,32.4682007,165.5599976,0.0405273,0.421760947,0.050000001
298936.6008,2454900.893,1858,496.1789856,0.751814,3300.800049,1.84115,0.160724,7.5318499,57,0.422363,27.2570992,41.7076988,-0.240723,0.400814116,0.050000001
299136.6008,2454900.893,1859,431.5669861,0.572349,3455.699951,2.7957699,0,6.4205399,57,0.646867,26.5212994,238.1519928,0.800293,0.374285907,0.050000001
299336.6008,2454900.893,1856,405.0050049,0.613017,3616.530029,0.566912,1.73156,11.6005001,57,0.514504,27.8356991,311.42099,0,0.423858881,0.050000001
299536.6008,2454900.893,1856,439.1499939,0.675747,3780.379883,0.285322,0.348584,11.4116001,57,0.512195,29.2670994,105.2549973,0,0.434509337,0.029999999
299736.6008,2454900.893,1856,508.5610046,0.749406,3946.729981,1.3313,0.116197,7.8562498,68,0.497429,31.5475998,235.7050018,-0.0805664,0.406926125,0.050000001
299936.6008,2454900.893,1856,567.1450195,0.746488,4117.680176,1.76801,0,6.8792701,68,0.486267,32.587101,118.7549973,1.11963,0.42534554,0.029999999
300136.6008,2454900.893,1856,643.3079834,0.679289,4290.370117,3.1224899,0,6.3098202,68,0.528431,35.8232002,299.2409973,-0.0009766,0.44756341,0.050000001
300336.6008,2454900.893,1854,710.4439697,0.606157,4464.459961,1.47656,3.2220099,10.3176003,68,0.489011,35.7731018,28.3024006,0.0795898,0.382149875,0.029999999
300536.6008,2454900.893,1854,672.0900269,0.466862,4642.339844,0.758888,0,7.7252798,68,0.522589,34.6851997,17.2399006,0.280762,0.415592045,0.050000001
300736.6008,2454900.893,1855,618.065979,0.308087,4777.259766,3.8624599,0.337569,6.7897701,68,0.519049,32.9976006,236.6230011,-0.679199,0.442246586,0.050000001
300936.6008,2454900.893,1854,534.1359863,0.191786,4900.049805,3.80812,0,6.1108398,68,0.589129,31.8822002,302.1319885,0.319336,0.427819937,0.050000001
301136.6008,2454900.893,1853,484.4840088,0.0461312,5025.439941,1.39189,0.607434,8.9103403,68,0.282862,28.5877991,107.7829971,-0.199707,0.441318899,0.050000001
301336.6008,2454900.893,1852,472,0.0011812,5153.379883,2.2804,0.398208,7.7231798,68,0.477987,22.9983006,116.0029984,-0.319824,0.493431062,0.050000001
301536.6008,2454900.893,1851,487.7479858,0,5281.180176,5.44593,0,5.7515602,68,0.540957,20.5077,35.6548996,0.239746,0.432804465,0.050000001
301736.6008,2454900.893,1850,396.8240051,0,5411.27002,0.23721,1.38692,13.1077995,68,0.556008,16.3316002,108.5279999,-0.278809,0.669312298,0.050000001
301936.6008,2454900.893,1850,321.1229858,0.0894494,5540.209961,1.8557,0.161994,7.5239801,68,0.431931,15.4800997,27.2476997,-0.119141,0.484689444,0.050000001
302936.6008,2454900.893,1848,833.5980225,1.17729,6146.529785,2.6912,0,6.4587202,68,0.435593,16.8316994,138.0149994,0.719727,0.445804358,0.050000001
303136.6008,2454900.893,1847,1023.76001,1.16668,6278.109863,1.7413501,0.456016,8.2807703,68,0.594628,15.3534002,309.1820068,0.441406,0.765184879,0.029999999
290336.6008,2454700.893,1920,461.7359924,0,2422.439941,1.5076801,1.84237,9.7466898,68,0.492754,13.5236998,95.6921005,0.0410156,0.420102924,0.100000001
290536.6008,2454700.893,1916,555.0230103,0.0011309,2349.169922,1.17985,10.1943998,11.8891001,68,0.502874,19.1103001,126.3960037,0.0805664,0.394630313,0.029999999
290736.6008,2454700.893,1914,693.9660034,0.16659,2291.320068,2.1055801,0,6.7044001,68,0.433081,23.5088997,355.9110107,-0.0400391,0.430108279,0.100000001
290936.6008,2454700.893,1912,769.177002,0.375874,2226.840088,2.4556401,0.214422,7.2435899,68,0.363044,32.8526993,38.3895988,0.120605,0.435483634,0.050000001
291136.6008,2454700.893,1910,830.9240112,0.728212,2029.199951,2.19841,0.191939,7.3543601,68,0.399919,37.6278992,70.7500992,-0.241211,0.508535683,0.050000001
